story,countrylist,startdate,articles
5522,United States,7/24/1998,4
5523,United States|Unknown|Australia|Norway,7/20/1998,17
18138,Australia,5/13/2001,2
18139,United States,5/13/2001,3
5526,United States,7/25/1998,2
5527,United States|Unknown,7/25/1998,2
18134,United Kingdom,5/13/2001,3
18135,United States,5/13/2001,2
18136,United States,5/13/2001,2
18137,United Kingdom|Australia,5/13/2001,2
18130,Canada,5/12/2001,3
18131,Norway,5/12/2001,2
18132,United States,5/12/2001,2
18133,United States,5/6/2001,3
7742,United States|Unknown,2/26/1999,4
57056,United States|Canada|Unknown,1/15/2012,7
7743,Canada,2/26/1999,3
7740,United States,2/26/1999,2
54964,United States|Unknown,6/23/2011,2
8151,United States,3/28/1999,3
7741,United States,2/16/1999,5
30088,Unknown,7/12/2004,2
30089,United States|Unknown,7/13/2004,3
30086,Australia,7/13/2004,4
30087,Canada|Unknown,7/10/2004,3
30084,United Kingdom|United States,7/8/2004,2
30085,United States|Unknown,7/5/2004,3
30082,Unknown,7/12/2004,2
30083,Unknown,7/12/2004,2
30080,United States,7/12/2004,2
30081,United Kingdom,7/12/2004,2
31359,United States,11/16/2004,2
31358,United States,11/12/2004,3
57057,Australia,1/16/2012,2
7744,United States,2/26/1999,3
31351,United States|England,11/15/2004,2
31350,United Kingdom,11/15/2004,2
31353,United States|Unknown|England,11/10/2004,7
31352,United States,11/10/2004,2
31355,United States,11/15/2004,3
31354,United States,11/15/2004,2
31357,United States,11/15/2004,2
31356,United States|Unknown,11/16/2004,3
47358,United States|Unknown,4/3/2009,2
47359,Unknown,4/2/2009,2
47354,United Kingdom|Australia,4/3/2009,2
47355,Canada|Unknown,4/1/2009,2
47356,United States|South Africa,3/30/2009,4
47357,United States|Unknown,3/30/2009,2
47350,Australia,3/30/2009,3
47351,India,4/1/2009,2
47352,Canada,4/2/2009,2
47353,Unknown|Australia,4/3/2009,7
15076,United States,8/5/2000,2
16837,Canada|Unknown,1/17/2001,2
15074,United States,8/5/2000,2
15075,United States,8/5/2000,3
15072,United States,8/4/2000,2
15073,Ireland,8/5/2000,2
15070,Australia,8/4/2000,2
16836,United Kingdom,1/17/2001,3
16835,United Kingdom,1/17/2001,2
15078,Canada|United States,8/5/2000,2
15079,United States|England,8/5/2000,2
16834,United States,1/14/2001,3
16833,Canada,1/17/2001,2
16832,United States,1/17/2001,2
16831,England,1/17/2001,2
7586,United States,2/14/1999,2
16830,United Kingdom,1/16/2001,2
7847,United States|Canada,3/3/1999,5
33641,United States,5/28/2005,4
33640,United States|Unknown|United Kingdom,6/1/2005,20
7841,United States,3/5/1999,2
33643,United Kingdom,6/2/2005,3
7840,United States,3/5/1999,2
33642,Unknown,6/1/2005,7
39108,United States|Unknown,11/6/2006,12
39109,United States,11/10/2006,2
39104,Unknown|Australia,11/9/2006,2
33645,United Kingdom|Unknown,6/1/2005,3
39106,United States|Unknown,11/9/2006,2
39107,Unknown,11/4/2006,2
39100,United States|Unknown,11/9/2006,2
39101,United Kingdom|Unknown,11/9/2006,3
39102,United Kingdom,11/9/2006,2
33644,United States,5/31/2005,4
16671,United States,1/3/2001,2
16670,United States,1/3/2001,2
16673,United States,1/3/2001,2
16672,England,1/3/2001,2
16675,Norway,1/3/2001,2
16674,United Kingdom|Unknown,1/1/2001,2
16677,Australia,1/3/2001,2
16676,United States|Unknown,1/3/2001,2
16679,Canada,1/3/2001,2
16678,United States,1/4/2001,2
33646,Canada|United Kingdom|Australia|Unknown|France|United States,5/16/2005,34
12701,United Kingdom,1/28/2000,2
12700,United States|United Kingdom,1/28/2000,2
12703,Canada,1/29/2000,2
12702,United Kingdom|Unknown|United States,1/29/2000,4
12705,United States,1/29/2000,2
12704,New Zealand,1/29/2000,2
12707,United States|Canada,1/28/2000,3
12706,United States|England,1/29/2000,3
12709,Unknown,1/29/2000,2
12708,Canada,1/29/2000,2
42452,United States,8/31/2007,2
42453,United Kingdom,9/2/2007,2
42454,India|France,9/2/2007,5
42455,United States,9/3/2007,2
42456,Unknown,8/20/2007,5
42457,United States|Unknown,8/30/2007,3
6723,United States|Unknown,12/14/1998,2
6722,United States,12/18/1998,2
6721,United States,12/18/1998,3
6720,United States,12/18/1998,2
6727,United States,12/18/1998,2
6726,United States|Australia,12/17/1998,3
21101,United States|England,3/9/2002,3
21100,Unknown,3/8/2002,2
21103,New Zealand,3/9/2002,2
21102,Canada,3/9/2002,2
21105,United States,3/9/2002,2
21104,Canada,3/9/2002,2
21107,United States|Australia,3/5/2002,5
21106,United States,3/9/2002,2
21109,United Kingdom,3/10/2002,2
21108,United States,3/2/2002,7
53644,United States,2/16/2011,2
6724,Unknown,12/14/1998,2
46489,United States|Unknown,12/14/2008,3
46488,United States|Unknown,12/5/2008,3
6580,United Kingdom,11/30/1998,2
8758,United States,5/12/1999,4
8754,Russia,5/14/1999,2
43509,Canada|Unknown,12/22/2007,15
43508,Unknown,12/23/2007,2
43505,United Kingdom|United States,12/20/2007,3
43504,Canada|United States|Unknown,12/23/2007,6
43507,United States|Unknown|Australia|Canada,12/6/2007,23
43506,Canada,12/23/2007,2
43501,Canada|Unknown|Australia|United States,12/9/2007,13
43500,United Kingdom|Canada|Australia,12/19/2007,3
43503,Unknown,12/23/2007,2
43502,United States|United Kingdom,12/22/2007,2
8757,United States|Unknown,5/13/1999,3
49769,United States|Unknown,1/24/2010,2
49768,Ireland,1/24/2010,2
49767,United States,1/24/2010,2
49766,United States|Unknown,1/24/2010,2
49765,Thailand,1/20/2010,2
49764,Australia,1/23/2010,2
49763,United States,1/23/2010,2
49762,China,1/23/2010,2
49761,New Zealand,1/21/2010,2
49760,United States,1/18/2010,2
8912,New Zealand,5/27/1999,2
55455,United States|Unknown|China,8/9/2011,20
45688,United States,8/25/2008,3
45689,United States,8/26/2008,2
41909,Australia,7/11/2007,2
41908,United States,7/9/2007,2
41903,Australia,7/10/2007,2
41902,Unknown|New Zealand,7/6/2007,3
41901,United States,7/10/2007,2
41900,Unknown|Norway,7/10/2007,2
41907,Canada,7/11/2007,2
41906,United States,7/11/2007,2
41905,Australia,7/10/2007,2
41904,United States|United Kingdom,7/10/2007,4
55456,Unknown,8/11/2011,2
10639,Unknown,10/15/1999,2
10638,Australia,10/15/1999,2
10637,New Zealand,10/14/1999,5
10636,United States,10/15/1999,2
10635,Australia,10/15/1999,2
10634,United States|Unknown,10/10/1999,2
10633,United States,10/15/1999,2
10632,Unknown,10/15/1999,2
10631,United States,10/15/1999,2
10630,Canada,10/15/1999,2
11948,Australia,12/30/1999,2
11949,United States,12/31/1999,3
11946,France,1/1/2000,2
11947,United States,1/1/2000,2
11944,United States,12/31/1999,2
11945,United States,1/1/2000,2
11942,United States,12/28/1999,2
11943,United States,1/1/2000,2
11940,United States,1/1/2000,2
11941,United States|Malaysia,12/30/1999,3
5258,Canada,6/21/1998,2
57302,United States|United Kingdom,2/7/2012,2
57303,Unknown|Australia,2/7/2012,8
56983,Unknown,1/5/2012,2
50167,United States,2/18/2010,2
51954,United States,8/26/2010,2
53390,India,1/24/2011,2
8916,United States,5/27/1999,2
57308,United States|Unknown,2/1/2012,9
48418,United States,8/21/2009,2
48419,United States|Unknown,8/19/2009,3
48416,Unknown,8/21/2009,2
48417,Norway,8/17/2009,2
48414,United Kingdom,8/21/2009,2
48415,India,8/12/2009,4
48412,United States,8/17/2009,2
48413,United States|Unknown,8/21/2009,2
48410,Malaysia|Singapore,8/21/2009,2
48411,Unknown,8/20/2009,2
10093,United States|Unknown|Canada,8/23/1999,4
10092,New Zealand,8/23/1999,2
10091,United States,8/23/1999,2
10090,United States,8/22/1999,2
10097,Canada|Malaysia,8/23/1999,2
10096,United States,8/23/1999,2
10095,New Zealand,8/23/1999,2
10094,United States,8/23/1999,2
10099,United States|Unknown,8/23/1999,3
10098,United States|Unknown,8/22/1999,3
46687,United States,1/9/2009,2
46686,United States,1/9/2009,2
46681,United States,1/8/2009,2
46680,United States,1/8/2009,3
46683,United Kingdom,1/9/2009,2
46682,Australia|Ireland,1/7/2009,2
11071,United States,11/2/1999,3
31642,Canada|Unknown,12/5/2004,3
49815,Unknown,1/26/2010,2
55537,Unknown,8/22/2011,2
8682,United States,5/9/1999,3
52666,Unknown|China,11/11/2010,2
55536,United States,8/18/2011,3
5360,United States,7/11/1998,2
29569,United Kingdom|Unknown|England,5/25/2004,5
29568,United States|Unknown,5/24/2004,2
29567,Unknown,5/24/2004,3
29566,United States,5/25/2004,2
29565,United States,5/25/2004,2
29564,Unknown|New Zealand,5/25/2004,2
29563,United States,5/20/2004,3
29562,United States,5/25/2004,2
29561,Unknown|Russia,5/25/2004,2
29560,United Kingdom,5/25/2004,2
54084,Unknown|Australia,3/31/2011,2
54085,United States|Unknown,3/31/2011,2
54086,Philippines,3/30/2011,4
47421,Australia,4/10/2009,2
54080,Unknown,3/30/2011,3
54081,Canada|Unknown,3/25/2011,4
54082,United States|Unknown,3/26/2011,4
54083,United States,3/31/2011,4
8683,United States|Unknown,5/9/1999,2
54088,Canada|Unknown,3/30/2011,2
54089,Unknown|Russia,4/1/2011,2
15915,Unknown,10/31/2000,2
15914,Unknown,10/31/2000,2
15917,United States,11/1/2000,2
15916,United Kingdom,10/31/2000,2
15911,United States|United Kingdom,10/23/2000,3
15910,United States,10/31/2000,2
15913,United States,10/31/2000,2
15912,United Kingdom,10/30/2000,4
15919,United States|Unknown|United Kingdom,10/31/2000,12
15918,United States|Canada|Norway|United Kingdom|Unknown,10/20/2000,21
9044,United States,6/7/1999,2
40855,United States,4/11/2007,2
32794,United States,3/15/2005,2
6099,United States|Unknown,10/12/1998,3
50709,United States,4/20/2010,3
50708,Unknown|China,4/20/2010,2
50707,United Kingdom,4/20/2010,2
50706,United States|Unknown,4/17/2010,4
50705,Malaysia|Singapore,4/20/2010,2
50704,Unknown,4/20/2010,2
50703,United States|Unknown|Australia|India,4/13/2010,5
50702,Unknown,4/19/2010,2
50701,Canada,4/17/2010,7
50700,Unknown,4/19/2010,2
37573,United States,6/13/2006,5
37572,Canada|United States,6/13/2006,2
32795,United Kingdom,3/15/2005,2
53396,United States,1/18/2011,3
37571,Canada|Unknown|United States,6/3/2006,4
8918,United States,5/27/1999,2
37570,United States|Unknown|United Kingdom,6/9/2006,4
8389,New Zealand,4/16/1999,2
8388,United States,4/16/1999,2
8387,United States,4/16/1999,2
37577,United Kingdom,6/13/2006,2
8385,United States,4/16/1999,2
8384,United States|Unknown,4/16/1999,2
8383,United States|Unknown,4/9/1999,2
8382,United States|Unknown,3/31/1999,27
8381,United States|Unknown,4/15/1999,2
37576,United States|Australia,6/12/2006,3
37575,United Kingdom,6/13/2006,2
37574,Malaysia,6/13/2006,2
8919,United States,5/27/1999,2
6092,United States|Unknown,10/8/1998,9
8816,Canada,5/19/1999,2
6094,New Zealand,10/12/1998,2
1371,United States,11/1/1994,2
1370,United States|Unknown|Norway,10/29/1994,3
1373,United States,11/1/1994,3
1372,Unknown,11/1/1994,2
1375,United States,11/10/1994,2
1374,United States,11/9/1994,2
28218,United States,1/27/2004,2
28219,United States,1/27/2004,4
28216,United States,1/26/2004,2
28217,United States|Unknown,1/22/2004,6
28214,Unknown,1/21/2004,2
28215,United States,1/26/2004,2
28212,United States,1/26/2004,2
28213,United States|Unknown,1/26/2004,2
28210,United States,1/26/2004,3
28211,United States|England,1/26/2004,3
22478,Netherlands|South Africa,7/16/2002,4
22479,United States,7/19/2002,2
34162,Unknown|Australia,7/19/2005,2
22470,United States,7/18/2002,2
22471,United States,7/18/2002,2
22472,Unknown,7/18/2002,2
22473,New Zealand,7/17/2002,2
22474,United States,7/18/2002,2
22475,United Kingdom,7/18/2002,2
22476,Canada|Unknown,7/11/2002,5
22477,United States|Unknown,7/10/2002,5
26368,United States|Unknown,7/24/2003,2
26369,Unknown,7/24/2003,2
26360,United States,7/24/2003,2
26361,United States|England,7/24/2003,2
26362,Canada,7/24/2003,2
26363,United States,7/17/2003,3
26364,United States,7/24/2003,2
26365,United States,7/16/2003,4
26366,United States,7/16/2003,3
26367,United States|Malaysia,7/19/2003,4
8814,United States,5/19/1999,2
32538,United States|Unknown,2/21/2005,2
32539,United States,2/21/2005,2
51078,Unknown,5/25/2010,2
51079,United States|Unknown,5/21/2010,4
32530,Canada,2/21/2005,2
32531,United States,2/21/2005,2
32532,United States,2/21/2005,2
32533,New Zealand,2/21/2005,2
32534,United Kingdom|Unknown,2/21/2005,2
32535,United States|Unknown,2/21/2005,3
32536,United States|Unknown,2/21/2005,2
32537,Unknown,2/21/2005,2
8813,United States|Japan,5/15/1999,6
56228,United States|Unknown,11/4/2011,3
56229,Unknown,11/3/2011,2
56226,United States,11/3/2011,4
56227,Netherlands|South Africa,11/4/2011,2
56224,United States|Unknown,11/3/2011,7
56225,India,10/29/2011,9
56222,Unknown,11/1/2011,2
56223,United States|Unknown,11/3/2011,2
56220,United States|Unknown,11/2/2011,2
56221,India,11/3/2011,2
8812,United States,5/19/1999,2
44685,Australia,4/25/2008,2
44684,Unknown,4/23/2008,3
32793,Canada,3/15/2005,2
9870,Unknown|Australia,8/6/1999,4
44689,United States,4/25/2008,2
8811,United States,5/19/1999,2
44688,United Kingdom,4/25/2008,2
25129,United States|Canada,3/31/2003,4
25128,United States,4/1/2003,3
25123,Australia,4/1/2003,2
25122,United States|China,3/20/2003,10
25121,United States,4/1/2003,2
25120,United States,3/31/2003,2
25127,Norway,4/1/2003,2
25126,Unknown,3/31/2003,2
25125,Unknown|Ireland,4/1/2003,3
25124,Unknown,4/1/2003,2
37681,United States,6/22/2006,4
37680,United States,6/23/2006,2
37683,United States,6/22/2006,2
37682,Unknown,6/22/2006,3
53291,Unknown,1/16/2011,3
37685,United States,6/23/2006,2
37684,United States|Unknown,6/23/2006,3
2459,United States,8/25/1996,2
2458,Unknown,9/1/1996,2
2455,Unknown,9/1/1996,2
2454,Australia,8/30/1996,3
2457,United States|Unknown|Canada,8/15/1996,5
2456,United States|Unknown,8/25/1996,2
2451,United States,8/29/1996,2
2450,United States,8/28/1996,2
2453,Canada|United States,8/29/1996,6
2452,United States,8/28/1996,2
37689,Canada,6/24/2006,3
37688,United States|Unknown|United Kingdom,6/20/2006,23
47399,United States|Unknown,4/8/2009,2
57291,United States|Australia,1/25/2012,4
5494,United States,7/23/1998,2
52037,Unknown,8/26/2010,3
49046,United States|Unknown,11/5/2009,2
52035,United States|Unknown|Philippines,8/25/2010,11
52034,Unknown,9/1/2010,3
52033,Japan,8/26/2010,4
52032,United States,9/2/2010,2
52031,United States,9/2/2010,2
49047,United States,11/5/2009,2
39655,Malaysia,1/2/2007,2
49044,United States|Unknown,11/4/2009,8
52039,United States,9/2/2010,2
52038,New Zealand,9/3/2010,2
53346,United States|Unknown|India,1/12/2011,4
53347,United States,1/15/2011,2
53344,Unknown,1/21/2011,2
49045,United Kingdom,11/5/2009,2
36949,Unknown,4/16/2006,3
36948,Unknown,4/14/2006,2
53340,United States|Unknown,1/21/2011,2
53341,United Kingdom,1/21/2011,2
36945,Norway,4/16/2006,2
36944,United States|Japan,4/14/2006,2
36947,United States,4/13/2006,3
36946,United States|United Kingdom,4/13/2006,11
36941,Australia,4/16/2006,3
36940,Australia,4/16/2006,2
36943,United States,4/16/2006,3
36942,United States,4/16/2006,3
47390,United Kingdom|Unknown,4/7/2009,2
9629,Unknown,7/19/1999,2
9628,Unknown,7/19/1999,2
49040,Canada|Unknown,10/28/2009,9
47391,Canada|Unknown,4/7/2009,2
9623,Russia,7/19/1999,2
9622,New Zealand,7/19/1999,2
9621,United States,7/19/1999,2
49041,United States,11/5/2009,2
9627,Canada,7/19/1999,3
47392,United States|Unknown,4/7/2009,2
9625,Australia,7/19/1999,2
9624,Ireland,7/13/1999,2
37018,United States|Singapore,4/23/2006,2
37019,Australia,4/17/2006,4
47393,United States|Unknown,4/6/2009,3
5496,United States,7/23/1998,3
37010,United States,4/24/2006,2
37011,United States,4/24/2006,2
37012,Unknown,4/21/2006,2
37013,Unknown,4/20/2006,2
37014,United Kingdom|Unknown|Ireland|France,4/17/2006,10
37015,United States,4/24/2006,3
37016,United States,4/24/2006,2
37017,United Kingdom,4/24/2006,2
47396,Unknown,4/8/2009,2
47397,Unknown,4/8/2009,2
5497,Unknown,7/16/1998,2
24109,United States,1/2/2003,2
8561,Malaysia|France,4/28/1999,2
58395,Canada|United States|Australia,5/24/2012,3
49406,Australia,12/17/2009,2
49407,United States|South Africa,12/17/2009,3
49404,Australia|South Africa,12/16/2009,2
49405,Unknown,12/15/2009,2
49402,Unknown,12/16/2009,3
49403,United States,12/15/2009,2
49400,United States|Unknown,12/14/2009,3
49401,United States,12/11/2009,2
49408,United Kingdom,12/17/2009,3
49409,India,12/10/2009,4
8560,United States,4/29/1999,2
55281,Unknown|India,7/21/2011,4
45088,United Kingdom|United States,6/11/2008,2
45089,Canada|United States|Australia|South Africa|Singapore|India|United Kingdom|Malaysia|Netherlands|Ireland|Yemen,5/7/2008,114
3355,Unknown,7/11/1997,2
3354,United States,7/10/1997,3
3357,United States,7/4/1997,4
3356,Unknown,7/12/1997,2
3351,United States,7/10/1997,2
3350,United States,7/9/1997,2
3353,United States,7/10/1997,5
3352,Canada|United States,7/5/1997,3
3359,United States,7/6/1997,3
3358,United Kingdom|England,7/5/1997,4
58338,United Kingdom|Unknown,5/12/2012,5
58339,India,5/17/2012,3
45083,Unknown,6/13/2008,2
30248,United States,7/25/2004,2
30249,United States,7/25/2004,2
45080,Canada,6/13/2008,2
30240,United States|Unknown,7/23/2004,7
30241,Australia,7/23/2004,2
30242,United States|Unknown,7/24/2004,2
30243,United States,7/24/2004,6
30244,United States,7/24/2004,2
30245,Canada,7/24/2004,2
30246,United Kingdom|France,7/23/2004,2
30247,United Kingdom,7/25/2004,3
31119,Unknown,10/25/2004,3
31118,United States,10/20/2004,3
31113,Unknown,10/25/2004,2
31112,United States,10/21/2004,3
31111,Netherlands|South Africa,10/25/2004,2
31110,New Zealand,10/25/2004,2
31117,United States|Australia,10/25/2004,2
31116,Canada|United Kingdom|Australia|Unknown|India|United States|Ireland,10/13/2004,48
31115,Unknown,10/25/2004,2
31114,United States,10/25/2004,2
34091,United States,7/13/2005,8
34090,United States|Unknown,7/13/2005,3
34093,United States|Unknown,7/13/2005,2
34092,United States,7/13/2005,2
34095,United States,7/14/2005,3
34094,Unknown,7/13/2005,2
34097,Malaysia|Singapore,7/14/2005,2
34096,United States,7/13/2005,5
34099,United States,7/14/2005,2
34098,Canada,7/14/2005,2
43118,Norway,11/13/2007,2
44351,United Kingdom,3/14/2008,2
43119,United States|England,11/13/2007,2
44350,United States,3/14/2008,2
44353,New Zealand,3/14/2008,2
44352,Unknown,3/14/2008,2
57209,United States|New Zealand|Azerbaijan|Canada,1/30/2012,20
44355,New Zealand,3/11/2008,2
57208,Unknown,2/1/2012,2
44354,United Kingdom|Australia,3/13/2008,2
57207,India,2/1/2012,2
44357,United States|Unknown,3/15/2008,2
57206,Canada,2/1/2012,2
44356,Canada|Unknown|United States,3/12/2008,5
43110,Unknown,11/12/2007,2
43111,United Kingdom,11/12/2007,2
57203,Unknown,2/1/2012,2
33911,United Kingdom|Unknown,6/23/2005,2
29606,United States,5/30/2004,2
29607,United Kingdom,5/30/2004,2
29604,United States|Unknown,5/29/2004,3
29605,United States,5/26/2004,2
29602,Ireland,5/29/2004,3
29603,United States,5/28/2004,4
29600,Canada|Unknown,5/29/2004,4
29601,Canada|United States,5/24/2004,3
25952,Australia,6/15/2003,2
25953,Malaysia,6/15/2003,2
25950,Unknown|Australia,6/15/2003,2
25951,Unknown,6/15/2003,2
25956,United States,6/15/2003,2
25957,United Kingdom,6/15/2003,2
29608,United States,5/30/2004,2
29609,United Kingdom,5/30/2004,2
23460,Unknown,10/31/2002,2
23461,United Kingdom|Unknown,10/28/2002,2
23462,Unknown,10/31/2002,2
